seed,model,dtype,mode,context,pred,patient_id,log_datetime,rmse,mae,mape
247659,amazon-chronos-t5-base,float32,inference,6,9,584,2025-04-09_10-43-00,43.03653361157056,20.98946857836778,0.13558284146393984
247659,amazon-chronos-t5-base,float32,inference,6,9,570,2025-04-09_10-43-12,24.405709735016522,16.625663283796484,0.08381544760177727
427368,amazon-chronos-t5-base,float32,inference,6,9,584,2025-04-09_10-43-24,44.010856365887804,20.705442256198705,0.1330225863602282
427368,amazon-chronos-t5-base,float32,inference,6,9,570,2025-04-09_10-43-55,67.91057690917489,17.455212431394507,0.08723687121607976
238822,amazon-chronos-t5-base,float32,inference,6,9,584,2025-04-09_10-44-14,52.95391899605117,21.158821333138654,0.13725255667924158
238822,amazon-chronos-t5-base,float32,inference,6,9,570,2025-04-09_10-44-28,50.565374720522804,17.45674865642485,0.08789014978476052
809906,amazon-chronos-t5-base,float32,inference,6,9,584,2025-04-09_10-44-47,68.21028334675795,21.399328733162434,0.13652358312651497
809906,amazon-chronos-t5-base,float32,inference,6,9,570,2025-04-09_10-44-59,50.43424805943326,17.456793208361994,0.08889520048191875
831363,amazon-chronos-t5-base,float32,inference,6,9,584,2025-04-09_10-45-15,64.99210086348108,21.50687604788948,0.13656860291034695
831363,amazon-chronos-t5-base,float32,inference,6,9,570,2025-04-09_10-45-28,34.08001954122062,16.979886978723947,0.08571779839733384
